part_date;part_dec;teach_mod;hei;know_area;gender;age_group;mar_status;comp_home;internet;ethnic;educ;income_home;children;family_size;prev_exp;pe1;pe2;pe3;ee1;ee2;ee3;ee4;si1;si2;si3;fc1;fc2;fc3;fc4;hm1;hm2;hm3;ht1;ht2;ht3;lv1;lv2;lv3;ti1;ti2;ti3;as1;as2;as3;bi1;bi2;bi3
2020-11-11;Sí, deseo participar.;Presencial;Universidad Técnica De Ambato;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Ni alta ni baja;5;4;4;4;4;5;5;4;4;4;4;5;5;3;4;5;4;5;3;4;3;4;4;3;2;2;4;4;5;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad De Guayaquil;MEDICINA CLÍNICA;Female;45 años a 54 años;Casado(a);Sí;Sí;Blanco;Maestría;Entre 1500 y 5000;1;4;Nula;4;3;3;3;2;1;3;2;2;2;4;2;3;4;1;1;1;3;1;3;5;3;3;3;1;3;3;2;2;2;1;1
2020-11-11;Sí, deseo participar.;Presencial;Universidad Católica De Cuenca;CIENCIAS BIOLÓGICAS;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;5;Ni alta ni baja;3;4;3;5;5;5;5;4;1;1;5;4;4;5;3;3;3;5;3;3;3;1;5;1;2;3;4;4;4;4;4;4
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Politécnica Salesiana;CIENCIAS DE LA EDUCACIÓN;Male;45 años a 54 años;Soltero(a);Sí;Sí;Indígena;Maestría;Entre 1500 y 5000;0;4;Nula;4;4;5;5;3;3;3;3;2;2;5;5;4;2;2;2;3;3;3;3;4;4;4;4;4;4;2;3;3;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad Central Del Ecuador;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Female;35 años a 44 años;Casado(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;2;4;Ni alta ni baja;5;5;4;5;5;5;5;5;5;4;5;5;5;5;4;4;4;5;3;5;3;5;5;5;4;5;5;5;5;3;4;3
2020-11-11;Sí, deseo participar.;Ambas;Universidad De Guayaquil;INGENIERÍA QUÍMICA;Male;45 años a 54 años;Casado(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;1;1;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Escuela Superior Politécnica Del Chimborazo;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Menor a 1500;2;4;Baja;3;1;2;3;3;3;3;1;1;1;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;5;4;4
2020-11-11;Sí, deseo participar.;Presencial;Universidad UTE;CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES;Male;45 años a 54 años;Divorciado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;1;2;Nula;3;3;2;5;5;5;4;1;1;1;5;5;4;5;3;3;3;3;1;1;5;3;3;2;1;1;3;1;5;4;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad De Las Artes;CIENCIAS DE LA EDUCACIÓN;Female;45 años a 54 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;5;Alta;4;3;2;4;4;4;4;3;3;3;4;5;4;5;3;3;3;3;2;2;3;4;4;4;1;2;3;3;5;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Politécnica Salesiana;CIENCIAS VETERINARIAS;Male;45 años a 54 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;7;Nula;4;3;2;3;4;3;4;1;1;1;3;3;3;4;3;3;3;1;1;1;3;3;3;3;1;3;3;5;4;3;3;3
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica Del Norte;ECONOMÍA Y NEGOCIOS;Female;45 años a 54 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;5;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Universidad San Gregorio De Portoviejo;MATEMÁTICAS;Male;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;1;Alta;5;4;5;5;4;4;4;4;4;4;5;5;2;5;5;4;4;5;3;3;3;4;5;4;4;4;4;4;5;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad Regional Autonoma De Los Andes;INGENIERÍA MECÁNICA;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;4;Alta;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Ambato;CIENCIAS DE LA EDUCACIÓN;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Menor a 1500;1;3;Ni alta ni baja;4;3;3;3;3;3;3;3;2;2;3;3;3;2;3;3;3;3;2;2;4;3;2;3;3;3;3;3;3;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Nacional De Loja;CIENCIAS DE LA EDUCACIÓN;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;2;Baja;5;4;4;3;4;4;4;5;5;5;5;4;3;5;3;3;3;3;1;5;5;5;5;4;1;4;3;3;3;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad Estatal Peninsula De Santa Elena;CIENCIAS DE LA EDUCACIÓN;Female;45 años a 54 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;5;Alta;4;3;2;4;4;4;4;3;3;3;4;5;4;5;3;3;3;3;2;2;3;4;4;4;1;2;3;3;5;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Pontificia Universidad Católica Del Ecuador;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;4;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;4;3;3
2020-11-11;Sí, deseo participar.;Ambas;Universidad De Guayaquil;ECONOMÍA Y NEGOCIOS;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;4;7;Alta;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;2;2;4;4;4;5;5;5;4;4;4;4;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad Nacional De Chimborazo;OTRAS HUMANIDADES;Female;35 años a 44 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;7;Alta;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Universidad Regional Autonoma De Los Andes;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Male;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;4;Ni alta ni baja;4;4;3;4;4;4;4;3;3;3;3;3;3;4;4;4;4;3;3;2;4;4;4;4;4;3;4;4;4;4;4;4
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Católica De Santiago De Guayaquil;ECONOMÍA Y NEGOCIOS;Male;35 años a 44 años;Unión de hecho;Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;3;Alta;5;5;5;5;5;5;5;5;5;5;5;5;3;4;5;5;5;5;4;5;4;5;4;5;3;4;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Andina Simón Bolívar;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Male;45 años a 54 años;Casado(a);Sí;Sí;Blanco;Maestría;Entre 1500 y 5000;2;5;Nula;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;5;5;5;5;4;5;4;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Universidad De Las Américas;CIENCIAS DE LA EDUCACIÓN;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;4;Nula;3;3;3;2;2;3;2;3;3;4;4;3;3;3;3;3;3;3;2;4;2;3;3;5;2;4;2;3;4;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad De Guayaquil;CIENCIAS DE LA SALUD;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;1;4;Nula;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;3;1;1;1;1;1;1;1;1;1;3;1;3;2;3;3
2020-11-11;Sí, deseo participar.;Presencial;Universidad De Guayaquil;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;3;5;Ni alta ni baja;5;3;4;4;4;3;3;3;3;3;5;3;5;2;4;4;4;3;3;4;4;3;4;4;3;3;3;3;3;5;4;4
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Babahoyo;ECONOMÍA Y NEGOCIOS;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Mayor a 5000;0;2;Nula;5;5;3;3;3;3;3;3;3;3;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2
2020-11-12;Sí, deseo participar.;Ambas;Universidad Internacional Del Ecuador;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;1;Alta;5;5;5;5;5;5;5;3;4;5;5;5;5;5;5;5;5;5;4;4;4;5;5;4;4;4;5;5;5;4;4;4
2020-11-12;Sí, deseo participar.;Presencial;Universidad Laica Vicente Rocafuerte;CIENCIAS DE LA EDUCACIÓN;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;4;4;Nula;5;4;5;5;4;4;4;3;3;3;5;3;4;5;4;4;4;3;4;3;3;5;5;5;1;3;2;5;5;5;5;5
2020-11-12;Sí, deseo participar.;Ambas;Universidad Técnica Del Norte;IDIOMAS Y LITERATURA;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Ni alta ni baja;4;4;4;5;4;5;5;4;4;4;4;5;5;5;4;3;3;4;2;3;3;4;4;4;4;3;3;3;4;5;5;5
2020-11-12;Sí, deseo participar.;Ambas;Universidad Politécnica Salesiana;CIENCIAS DE LA EDUCACIÓN;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;3;5;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;4;5;4;5;4;4;4;4
2020-11-12;Sí, deseo participar.;Virtual (a distancia);Universidad Nacional De Chimborazo;CIENCIAS VETERINARIAS;Male;35 años a 44 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Mayor a 5000;1;1;Nula;2;1;1;5;2;5;5;2;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;3;4
2020-11-12;Sí, deseo participar.;Presencial;Universidad Católica De Santiago De Guayaquil;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;5;Ni alta ni baja;4;4;3;5;5;5;5;5;4;5;5;4;4;4;1;2;2;3;1;2;4;3;3;1;1;5;2;3;3;3;5;5
2020-11-12;Sí, deseo participar.;Presencial;Universidad De Guayaquil;CIENCIAS DE LA EDUCACIÓN;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Baja;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;2;1;5;5;5;5;3;5;5;5;5;5;5;5
2020-11-12;Sí, deseo participar.;Presencial;Universidad Nacional De Loja;INGENIERÍA MECÁNICA;Male;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;1;7;Baja;5;5;5;4;4;4;5;4;1;1;5;5;5;5;3;3;3;4;5;5;4;5;5;5;3;3;3;4;5;5;5;5
2020-11-12;Sí, deseo participar.;Virtual (a distancia);Universidad Estatal Amazónica;INGENIERÍA MECÁNICA;Male;Más de 54;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;4;3;Nula;5;4;5;5;5;4;4;4;4;4;4;4;4;5;5;5;3;3;3;3;5;5;4;5;3;3;5;5;5;5;5;5
2020-11-12;Sí, deseo participar.;Presencial;Universidad Católica De Cuenca;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Female;45 años a 54 años;Divorciado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;4;Ni alta ni baja;5;4;5;4;5;4;5;5;5;5;5;5;5;4;4;4;4;5;1;1;5;5;5;5;5;5;5;5;5;3;3;5
2020-11-12;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Ambato;CIENCIAS DE LA SALUD;Female;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;2;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;1;5;5;5;5;5;5;5;5;4;3;4
2020-11-12;Sí, deseo participar.;Ambas;Universidad Nacional De Chimborazo;ECONOMÍA Y NEGOCIOS;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Menor a 1500;2;2;Alta;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;4;5;5;5;5;5;5;4;5;5;5;5;5
2020-11-12;Sí, deseo participar.;Presencial;Universidad Católica De Cuenca;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Nula;3;5;5;5;4;4;4;3;1;2;5;5;2;4;2;3;4;5;2;3;4;5;5;4;1;2;3;4;5;4;5;4
2020-11-12;Sí, deseo participar.;Virtual (a distancia);Universidad Regional Autonoma De Los Andes;CIENCIAS DE LA SALUD;Female;25 años a 34 años;Soltero(a);Sí;Sí;Afroecuatoriano;Tercer Nivel (universitario);Menor a 1500;0;2;Alta;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-13;Sí, deseo participar.;Presencial;Universidad de Cuenca;CIENCIAS BIOLÓGICAS;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;5;Nula;5;5;4;4;4;5;4;4;4;4;4;4;5;4;3;3;3;3;3;3;3;5;4;4;4;4;4;4;3;4;4;4
2020-11-15;Sí, deseo participar.;Virtual (a distancia);Universidad UTE;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;25 años a 34 años;Casado(a);Sí;Sí;Blanco;Maestría;Menor a 1500;0;2;Ni alta ni baja;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;4;5;4;4;5;5;5;5;4;5
2020-11-16;Sí, deseo participar.;Presencial;Universidad Técnica Del Norte;INGENIERÍA MECÁNICA;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;2;Ni alta ni baja;4;3;3;2;3;2;3;3;2;3;4;3;4;2;2;3;3;2;2;2;2;3;3;4;2;4;2;3;4;4;3;3
2020-11-21;Sí, deseo participar.;Ambas;Universidad Del Azuay;ARTE;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Mayor a 5000;2;4;Alta;5;5;5;5;5;5;5;2;3;5;5;5;5;5;4;3;4;5;3;5;5;5;5;5;3;5;5;5;5;5;3;5
2020-11-21;Sí, deseo participar.;Virtual (a distancia);Pontificia Universidad Católica Del Ecuador;IDIOMAS Y LITERATURA;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;3;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Virtual (a distancia);Universidad Central Del Ecuador;CIENCIAS DE LA SALUD;Female;45 años a 54 años;Unión de hecho;Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Baja;5;5;5;5;5;5;5;5;5;5;5;4;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Presencial;Universidad Técnica De Ambato;CIENCIAS DE LA EDUCACIÓN;Female;45 años a 54 años;Unión de hecho;Sí;Sí;Blanco;Maestría;Entre 1500 y 5000;2;2;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;4;5;5;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Ambas;Universidad Estatal Amazónica;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;25 años a 34 años;Casado(a);Sí;Sí;Mestizo;Tercer Nivel (universitario);Menor a 1500;1;3;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;4;4;5;5;5;4;5;3;4;5;5;5;5
2020-11-21;Sí, deseo participar.;Presencial;Universidad Técnica Del Norte;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Female;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;5;Ni alta ni baja;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Virtual (a distancia);Universidad De Las Américas;OTRAS HUMANIDADES;Male;45 años a 54 años;Soltero(a);Sí;Sí;Afroecuatoriano;Maestría;Entre 1500 y 5000;0;2;Nula;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica Del Norte;CIENCIAS DE LA EDUCACIÓN;Female;45 años a 54 años;Casado(a);Sí;Sí;Blanco;Maestría;Menor a 1500;1;2;Nula;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Presencial;Universidad Católica De Santiago De Guayaquil;PSICOLOGÍA;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;4;4;Baja;5;5;5;5;5;4;5;5;5;5;5;5;3;5;4;5;5;5;5;5;5;5;5;5;3;5;4;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Presencial;Universidad de Cuenca;PSICOLOGÍA;Female;25 años a 34 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;5;Baja;5;5;5;5;5;5;5;1;1;1;5;5;5;3;5;5;5;4;3;4;5;5;5;5;5;5;4;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Presencial;Universidad Del Azuay;PERIODISMO Y COMUNICACIONES;Female;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;1;3;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;2;3;5;5;5;4;3;4;5;3;5;5;3;3
2020-11-21;Sí, deseo participar.;Virtual (a distancia);Universidad San Gregorio De Portoviejo;CIENCIAS DE LA SALUD;Male;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;7;Nula;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-21;Sí, deseo participar.;Virtual (a distancia);Pontificia Universidad Católica Del Ecuador;OTRAS HUMANIDADES;Female;25 años a 34 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;3;Ni alta ni baja;4;3;3;4;5;4;5;4;4;4;5;4;3;5;2;2;2;3;1;1;2;5;4;3;2;3;4;4;4;3;2;2
2020-11-21;Sí, deseo participar.;Virtual (a distancia);Universidad De Guayaquil;CIENCIAS DE LA SALUD;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;2;Baja;5;5;5;5;5;5;5;2;2;4;5;5;5;5;4;4;4;5;4;4;4;5;5;4;2;4;4;5;5;5;4;4
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Machala;AGRICULTURA, SILVICULTURA Y PESCA;Female;Más de 54;Divorciado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;5;3;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;3;5;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Presencial;Universidad De Guayaquil;OTRAS HUMANIDADES;Female;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;3;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Ambato;CIENCIAS DE LA SALUD;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;5;Baja;3;3;2;3;3;3;2;3;2;2;5;3;5;5;1;3;2;2;2;3;2;2;3;4;2;3;3;3;3;4;4;4
2020-11-22;Sí, deseo participar.;Ambas;Universidad Estatal De Milagro;CIENCIAS DE LA SALUD;Female;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;6;Ni alta ni baja;5;5;5;4;4;4;5;5;4;4;5;5;4;5;4;4;4;4;4;5;5;5;5;5;4;5;5;5;4;5;5;5
2020-11-22;Sí, deseo participar.;Ambas;Universidad Técnica De Ambato;CIENCIAS VETERINARIAS;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;4;5;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;1;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Ambas;Universidad Laica Vicente Rocafuerte;OTRAS CIENCIAS SOCIALES;Male;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;0;3;Alta;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;5;5;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad De Las Américas;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;45 años a 54 años;Casado(a);Sí;Sí;Indígena;Maestría;Entre 1500 y 5000;2;4;Muy alta;5;5;5;1;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;5;5;3;5;5;5;5;5;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Laica Eloy Alfaro De Manabí;CIENCIAS DE LA SALUD;Female;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;1;1;Baja;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;4;4;5;5;5;5;4;5;5;4;4;5;5;5;5
2020-11-22;Sí, deseo participar.;Presencial;Universidad Técnica De Babahoyo;CIENCIAS DE LA EDUCACIÓN;Male;45 años a 54 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;3;Nula;5;5;5;5;5;5;5;5;5;5;5;5;5;1;4;5;4;5;4;5;4;4;5;5;4;5;4;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica Cotopaxi;OTRAS CIENCIAS SOCIALES;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;3;3;Nula;5;4;4;4;4;4;5;1;1;1;5;4;4;1;4;4;4;4;5;5;4;5;5;5;2;5;3;3;4;1;5;4
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Central Del Ecuador;PSICOLOGÍA;Female;Más de 54;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;1;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Central Del Ecuador;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;3;Baja;5;5;5;5;5;5;5;5;5;5;5;5;3;1;5;5;4;4;3;4;1;5;5;5;3;5;4;5;5;5;4;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Central Del Ecuador;AGRICULTURA, SILVICULTURA Y PESCA;Female;Más de 54;Viudo(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;3;3;Baja;5;4;4;4;4;4;3;5;5;5;5;4;4;5;2;2;2;3;3;3;2;3;4;3;3;3;3;3;3;5;5;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Ambato;OTRAS HUMANIDADES;Female;35 años a 44 años;Casado(a);Sí;Sí;Afroecuatoriano;Maestría;Menor a 1500;2;4;Ni alta ni baja;5;5;5;5;5;5;5;5;2;4;4;4;4;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Universidad Estatal Amazónica;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;6;Ni alta ni baja;5;5;5;5;5;5;5;5;4;5;5;4;3;4;3;4;3;4;3;4;4;4;5;5;3;4;4;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Virtual (a distancia);Escuela Superior Politécnica Del Chimborazo;CIENCIAS DE LA EDUCACIÓN;Female;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5
2020-11-22;Sí, deseo participar.;Presencial;Universidad de Cuenca;AGRICULTURA, SILVICULTURA Y PESCA;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;3;5;Ni alta ni baja;4;3;3;4;4;3;3;3;3;3;5;3;3;3;5;3;3;3;2;3;2;3;3;3;3;3;3;5;3;3;3;3
2020-11-23;Sí, deseo participar.;Presencial;Universidad Técnica Del Norte;ECONOMÍA Y NEGOCIOS;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Nula;5;5;5;5;5;5;5;4;4;5;4;4;2;3;4;4;4;4;2;3;3;4;4;4;3;4;4;4;3;5;4;5
